"행정구역","2013년_계_총인구수","2013년_계_연령구간인구수","2013년_계_0~9세","2013년_계_10~19세","2013년_계_20~29세","2013년_계_30~39세","2013년_계_40~49세","2013년_계_50~59세","2013년_계_60~69세","2013년_계_70~79세","2013년_계_80~89세","2013년_계_90~99세","2013년_계_100세 이상","2013년_남_총인구수","2013년_남_연령구간인구수","2013년_남_0~9세","2013년_남_10~19세","2013년_남_20~29세","2013년_남_30~39세","2013년_남_40~49세","2013년_남_50~59세","2013년_남_60~69세","2013년_남_70~79세","2013년_남_80~89세","2013년_남_90~99세","2013년_남_100세 이상","2013년_여_총인구수","2013년_여_연령구간인구수","2013년_여_0~9세","2013년_여_10~19세","2013년_여_20~29세","2013년_여_30~39세","2013년_여_40~49세","2013년_여_50~59세","2013년_여_60~69세","2013년_여_70~79세","2013년_여_80~89세","2013년_여_90~99세","2013년_여_100세 이상"
"서울특별시 종로구 종로1.2.3.4가동(1111061500)","7,856","7,856","286","373","881","1,015","1,254","1,712","1,215","779","244","69","28","4,581","4,581","143","184","480","598","819","1,100","709","414","89","36","9","3,275","3,275","143","189","401","417","435","612","506","365","155","33","19"
"서울특별시 종로구 종로5.6가동(1111063000)","5,926","5,926","203","550","857","765","1,105","1,062","716","469","159","36","4","3,225","3,225","95","308","465","461","617","605","354","242","60","17","1","2,701","2,701","108","242","392","304","488","457","362","227","99","19","3"
"서울특별시 종로구 이화동(1111064000)","8,995","8,995","478","835","1,740","1,658","1,415","1,248","843","549","190","29","10","4,275","4,275","237","407","799","839","688","608","389","234","60","11","3","4,720","4,720","241","428","941","819","727","640","454","315","130","18","7"
"서울특별시 종로구 혜화동(1111065000)","17,889","17,889","1,043","1,699","4,099","2,863","2,755","2,282","1,500","1,187","388","59","14","8,858","8,858","534","877","2,187","1,490","1,335","1,121","626","521","138","23","6","9,031","9,031","509","822","1,912","1,373","1,420","1,161","874","666","250","36","8"
"서울특별시 종로구 창신제1동(1111067000)","6,334","6,334","274","543","784","806","1,142","1,292","819","511","131","28","4","3,366","3,366","142","282","426","441","608","720","440","244","53","10","0","2,968","2,968","132","261","358","365","534","572","379","267","78","18","4"
"서울특별시 종로구 창신제2동(1111068000)","10,679","10,679","496","1,127","1,510","1,443","2,140","1,872","1,117","751","177","34","12","5,431","5,431","258","560","814","823","1,088","963","520","330","63","9","3","5,248","5,248","238","567","696","620","1,052","909","597","421","114","25","9"
"서울특별시 종로구 창신제3동(1111069000)","8,189","8,189","619","939","1,147","1,200","1,480","1,374","728","501","158","35","8","4,114","4,114","315","517","589","609","742","696","354","218","54","15","5","4,075","4,075","304","422","558","591","738","678","374","283","104","20","3"
"서울특별시 종로구 숭인제1동(1111070000)","7,202","7,202","486","666","1,001","1,190","1,305","1,213","684","483","142","28","4","3,630","3,630","264","344","510","628","683","595","316","211","67","12","0","3,572","3,572","222","322","491","562","622","618","368","272","75","16","4"
"서울특별시 종로구 숭인제2동(1111071000)","9,537","9,537","497","641","1,506","1,677","1,558","1,651","1,055","720","179","41","12","4,948","4,948","269","350","727","871","849","903","547","346","71","11","4","4,589","4,589","228","291","779","806","709","748","508","374","108","30","8"
"서울특별시 중구 (1114000000)","130,465","130,465","8,930","10,741","18,237","22,207","21,693","22,004","13,781","9,180","3,035","538","119","65,371","65,371","4,517","5,549","9,268","11,455","11,459","11,297","6,624","4,012","981","177","32","65,094","65,094","4,413","5,192","8,969","10,752","10,234","10,707","7,157","5,168","2,054","361","87"
"서울특별시 중구 소공동(1114052000)","1,339","1,339","130","71","154","315","229","217","102","77","32","10","2","698","698","55","33","88","163","125","128","52","36","12","4","2","641","641","75","38","66","152","104","89","50","41","20","6","0"
"서울특별시 중구 회현동(1114054000)","5,892","5,892","255","294","611","737","921","1,388","868","549","197","50","22","3,200","3,200","126","126","287","397","544","858","478","287","70","21","6","2,692","2,692","129","168","324","340","377","530","390","262","127","29","16"
"서울특별시 중구 명동(1114055000)","3,279","3,279","159","150","366","491","570","676","442","290","106","24","5","1,440","1,440","76","74","177","210","279","292","192","111","23","6","0","1,839","1,839","83","76","189","281","291","384","250","179","83","18","5"
"서울특별시 중구 필동(1114057000)","4,484","4,484","239","304","715","761","665","801","488","349","131","25","6","2,366","2,366","127","157","398","439","389","405","257","149","38","4","3","2,118","2,118","112","147","317","322","276","396","231","200","93","21","3"
"서울특별시 중구 장충동(1114058000)","5,551","5,551","308","444","1,326","967","809","702","466","381","123","23","2","2,853","2,853","157","226","735","524","409","356","219","178","40","9","0","2,698","2,698","151","218","591","443","400","346","247","203","83","14","2"
"서울특별시 중구 광희동(1114059000)","5,364","5,364","237","303","707","782","824","1,115","765","449","141","32","9","2,882","2,882","111","156","379","434","493","627","411","202","56","11","2","2,482","2,482","126","147","328","348","331","488","354","247","85","21","7"
"서울특별시 중구 을지로동(1114060500)","1,901","1,901","59","85","176","207","297","475","322","182","77","15","6","1,171","1,171","25","41","95","126","209","319","212","104","32","6","2","730","730","34","44","81","81","88","156","110","78","45","9","4"
"서울특별시 중구 신당동(1114061500)","7,640","7,640","351","682","1,101","1,154","1,432","1,361","800","547","181","23","8","3,952","3,952","173","353","565","629","788","735","393","244","61","7","4","3,688","3,688","178","329","536","525","644","626","407","303","120","16","4"
"서울특별시 중구 다산동(1114062500)","16,163","16,163","968","1,564","2,461","2,837","2,738","2,542","1,611","1,066","322","45","9","7,954","7,954","506","837","1,233","1,475","1,370","1,210","748","460","100","12","3","8,209","8,209","462","727","1,228","1,362","1,368","1,332","863","606","222","33","6"
"서울특별시 중구 약수동(1114063500)","19,030","19,030","1,636","1,455","2,384","3,446","3,050","3,050","2,098","1,372","463","72","4","9,167","9,167","807","756","1,186","1,713","1,539","1,457","970","568","143","26","2","9,863","9,863","829","699","1,198","1,733","1,511","1,593","1,128","804","320","46","2"
"서울특별시 중구 청구동(1114064500)","15,598","15,598","1,192","1,533","2,226","2,624","2,620","2,460","1,418","1,088","379","48","10","7,534","7,534","620","807","1,083","1,314","1,310","1,214","608","444","119","12","3","8,064","8,064","572","726","1,143","1,310","1,310","1,246","810","644","260","36","7"
"서울특별시 중구 신당제5동(1114065000)","10,397","10,397","816","960","1,340","1,797","1,892","1,681","1,000","677","194","34","6","5,252","5,252","418","502","714","936","1,021","855","448","281","70","7","0","5,145","5,145","398","458","626","861","871","826","552","396","124","27","6"
"서울특별시 중구 동화동(1114066500)","11,913","11,913","1,021","1,252","1,669","1,926","2,117","1,909","1,026","712","231","42","8","5,763","5,763","503","652","834","910","1,057","947","480","289","76","14","1","6,150","6,150","518","600","835","1,016","1,060","962","546","423","155","28","7"
"서울특별시 중구 황학동(1114067000)","12,259","12,259","911","808","1,797","2,468","1,959","1,979","1,340","717","233","38","9","6,234","6,234","486","410","911","1,289","1,071","1,005","660","321","68","13","0","6,025","6,025","425","398","886","1,179","888","974","680","396","165","25","9"
"서울특별시 중구 중림동(1114068000)","9,655","9,655","648","836","1,204","1,695","1,570","1,648","1,035","724","225","57","13","4,905","4,905","327","419","583","896","855","889","496","338","73","25","4","4,750","4,750","321","417","621","799","715","759","539","386","152","32","9"
"서울특별시 용산구 (1117000000)","239,740","239,740","18,251","22,120","31,774","42,705","41,886","36,969","22,905","16,559","5,408","933","230","116,491","116,491","9,246","11,512","15,553","21,224","21,142","18,000","10,366","7,148","1,925","313","62","123,249","123,249","9,005","10,608","16,221","21,481","20,744","18,969","12,539","9,411","3,483","620","168"
"서울특별시 용산구 후암동(1117051000)","19,561","19,561","1,454","2,077","2,613","3,352","3,360","3,038","1,879","1,244","434","91","19","9,705","9,705","738","1,126","1,389","1,744","1,689","1,468","853","526","140","30","2","9,856","9,856","716","951","1,224","1,608","1,671","1,570","1,026","718","294","61","17"
"서울특별시 용산구 용산2가동(1117052000)","12,477","12,477","793","1,118","1,688","2,253","1,989","2,031","1,325","899","312","57","12","6,051","6,051","415","582","860","1,168","955","949","616","385","100","21","0","6,426","6,426","378","536","828","1,085","1,034","1,082","709","514","212","36","12"
"서울특별시 용산구 남영동(1117053000)","7,987","7,987","310","459","923","1,246","1,514","1,703","968","610","182","51","21","4,865","4,865","171","253","458","752","1,048","1,134","606","333","76","23","11","3,122","3,122","139","206","465","494","466","569","362","277","106","28","10"
"서울특별시 용산구 청파동(1117055500)","22,494","22,494","1,255","2,187","3,991","4,112","3,870","3,129","1,997","1,464","393","77","19","10,835","10,835","652","1,202","1,691","2,134","1,958","1,526","872","651","121","22","6","11,659","11,659","603","985","2,300","1,978","1,912","1,603","1,125","813","272","55","13"
"서울특별시 용산구 원효로제1동(1117056000)","12,709","12,709","1,235","917","1,788","2,816","2,002","1,847","1,124","713","216","36","15","6,304","6,304","647","456","861","1,392","1,071","903","547","332","77","14","4","6,405","6,405","588","461","927","1,424","931","944","577","381","139","22","11"
"서울특별시 용산구 원효로제2동(1117057000)","15,646","15,646","1,361","1,834","1,848","2,624","2,867","2,374","1,375","972","340","42","9","7,419","7,419","678","812","916","1,285","1,413","1,174","625","390","110","13","3","8,227","8,227","683","1,022","932","1,339","1,454","1,200","750","582","230","29","6"
"서울특별시 용산구 효창동(1117058000)","11,244","11,244","897","1,278","1,482","1,955","1,985","1,644","991","745","220","39","8","5,466","5,466","451","709","730","957","966","795","434","317","91","16","0","5,778","5,778","446","569","752","998","1,019","849","557","428","129","23","8"
"서울특별시 용산구 용문동(1117059000)","12,894","12,894","1,188","1,251","1,579","2,436","2,209","1,863","1,269","803","251","33","12","6,256","6,256","591","628","785","1,195","1,135","887","591","344","85","8","7","6,638","6,638","597","623","794","1,241","1,074","976","678","459","166","25","5"
"서울특별시 용산구 한강로동(1117062500)","15,087","15,087","968","903","2,097","2,661","2,370","2,649","1,757","1,178","404","78","22","7,526","7,526","483","506","1,029","1,329","1,265","1,323","849","568","138","28","8","7,561","7,561","485","397","1,068","1,332","1,105","1,326","908","610","266","50","14"
"서울특별시 용산구 이촌제1동(1117063000)","26,919","26,919","3,196","3,226","2,752","4,240","5,366","3,586","2,001","1,734","678","117","23","12,551","12,551","1,586","1,641","1,280","1,817","2,571","1,740","853","735","282","42","4","14,368","14,368","1,610","1,585","1,472","2,423","2,795","1,846","1,148","999","396","75","19"
"서울특별시 용산구 이촌제2동(1117064000)","9,986","9,986","852","758","1,172","1,754","1,631","1,640","1,124","747","263","38","7","4,775","4,775","436","391","611","850","850","723","517","302","89","5","1","5,211","5,211","416","367","561","904","781","917","607","445","174","33","6"
"서울특별시 용산구 이태원제1동(1117065000)","8,175","8,175","406","549","1,140","1,444","1,315","1,384","914","690","277","38","18","3,788","3,788","208","270","590","719","624","639","344","287","91","10","6","4,387","4,387","198","279","550","725","691","745","570","403","186","28","12"
"서울특별시 용산구 이태원제2동(1117066000)","10,891","10,891","726","783","1,392","2,072","1,785","1,683","1,174","934","289","42","11","5,085","5,085","346","433","680","999","878","751","502","379","103","11","3","5,806","5,806","380","350","712","1,073","907","932","672","555","186","31","8"
"서울특별시 용산구 한남동(1117068500)","22,739","22,739","1,483","1,507","3,220","4,784","3,781","3,549","2,303","1,546","464","84","18","10,886","10,886","759","772","1,568","2,409","1,858","1,644","998","691","150","34","3","11,853","11,853","724","735","1,652","2,375","1,923","1,905","1,305","855","314","50","15"
"서울특별시 용산구 서빙고동(1117069000)","13,834","13,834","1,206","1,755","1,671","1,957","2,744","2,018","1,046","1,029","356","48","4","6,692","6,692","619","890","822","941","1,343","1,056","451","400","150","20","0","7,142","7,142","587","865","849","1,016","1,401","962","595","629","206","28","4"
"서울특별시 용산구 보광동(1117070000)","17,097","17,097","921","1,518","2,418","2,999","3,098","2,831","1,658","1,251","329","62","12","8,287","8,287","466","841","1,283","1,533","1,518","1,288","708","508","122","16","4","8,810","8,810","455","677","1,135","1,466","1,580","1,543","950","743","207","46","8"
"서울특별시 성동구 (1120000000)","299,337","299,337","24,133","28,878","43,540","54,086","51,695","46,904","27,096","17,245","4,817","796","147","149,304","149,304","12,403","14,621","22,092","27,427","26,692","23,529","12,985","7,691","1,601","218","45","150,033","150,033","11,730","14,257","21,448","26,659","25,003","23,375","14,111","9,554","3,216","578","102"
"서울특별시 성동구 왕십리제2동(1120052000)","16,838","16,838","1,312","1,777","2,444","2,836","2,992","2,657","1,573","915","260","60","12","8,331","8,331","677","930","1,190","1,420","1,526","1,333","726","418","85","20","6","8,507","8,507","635","847","1,254","1,416","1,466","1,324","847","497","175","40","6"
"서울특별시 성동구 왕십리도선동(1120053500)","12,673","12,673","726","1,169","2,013","1,989","2,176","2,051","1,275","962","251","45","16","6,261","6,261","384","606","967","1,030","1,112","1,037","606","420","81","15","3","6,412","6,412","342","563","1,046","959","1,064","1,014","669","542","170","30","13"
"서울특별시 성동구 마장동(1120054000)","24,903","24,903","1,896","2,634","3,998","3,989","4,146","3,967","2,298","1,504","402","59","10","12,442","12,442","997","1,365","1,991","2,011","2,117","1,996","1,143","659","147","14","2","12,461","12,461","899","1,269","2,007","1,978","2,029","1,971","1,155","845","255","45","8"
"서울특별시 성동구 사근동(1120055000)","10,481","10,481","451","851","3,318","1,622","1,297","1,195","885","666","163","29","4","5,521","5,521","226","398","1,938","928","667","582","409","306","56","9","2","4,960","4,960","225","453","1,380","694","630","613","476","360","107","20","2"
"서울특별시 성동구 행당제1동(1120056000)","17,383","17,383","1,285","1,641","2,609","3,007","2,900","2,825","1,682","1,074","306","47","7","8,598","8,598","637","835","1,314","1,545","1,455","1,411","811","482","94","10","4","8,785","8,785","648","806","1,295","1,462","1,445","1,414","871","592","212","37","3"
"서울특별시 성동구 행당제2동(1120057000)","26,674","26,674","2,973","2,947","3,060","5,086","4,939","3,671","2,159","1,376","381","64","18","12,712","12,712","1,454","1,365","1,465","2,406","2,499","1,774","1,014","584","125","19","7","13,962","13,962","1,519","1,582","1,595","2,680","2,440","1,897","1,145","792","256","45","11"
"서울특별시 성동구 응봉동(1120058000)","17,306","17,306","1,679","2,052","1,879","3,119","3,263","2,418","1,480","1,085","280","45","6","8,306","8,306","860","1,003","932","1,476","1,600","1,166","673","492","90","11","3","9,000","9,000","819","1,049","947","1,643","1,663","1,252","807","593","190","34","3"
"서울특별시 성동구 금호1가동(1120059000)","14,717","14,717","1,171","1,507","1,832","2,557","2,591","2,343","1,419","956","284","55","2","7,145","7,145","630","773","905","1,307","1,268","1,092","674","394","90","11","1","7,572","7,572","541","734","927","1,250","1,323","1,251","745","562","194","44","1"
"서울특별시 성동구 금호2.3가동(1120061500)","23,303","23,303","1,934","2,230","2,965","4,680","3,934","3,377","2,200","1,478","423","68","14","11,286","11,286","1,014","1,128","1,464","2,283","2,006","1,580","988","658","141","22","2","12,017","12,017","920","1,102","1,501","2,397","1,928","1,797","1,212","820","282","46","12"
"서울특별시 성동구 금호4가동(1120062000)","15,058","15,058","1,514","1,234","1,856","3,204","2,522","2,289","1,345","814","242","33","5","7,350","7,350","750","659","942","1,581","1,300","1,066","618","356","68","8","2","7,708","7,708","764","575","914","1,623","1,222","1,223","727","458","174","25","3"
"서울특별시 성동구 옥수동(1120064500)","23,459","23,459","2,288","1,852","3,242","4,912","3,744","3,562","2,053","1,288","419","83","16","11,267","11,267","1,195","929","1,548","2,360","1,825","1,686","982","561","147","30","4","12,192","12,192","1,093","923","1,694","2,552","1,919","1,876","1,071","727","272","53","12"
"서울특별시 성동구 성수1가제1동(1120065000)","17,774","17,774","1,455","2,016","2,570","3,001","3,371","2,844","1,378","836","265","31","7","9,023","9,023","744","1,020","1,345","1,527","1,735","1,508","644","386","103","9","2","8,751","8,751","711","996","1,225","1,474","1,636","1,336","734","450","162","22","5"
"서울특별시 성동구 성수1가제2동(1120066000)","18,155","18,155","1,463","1,526","2,917","3,662","2,978","2,891","1,539","881","243","46","9","9,227","9,227","745","781","1,494","1,906","1,571","1,459","770","404","83","11","3","8,928","8,928","718","745","1,423","1,756","1,407","1,432","769","477","160","35","6"
"서울특별시 성동구 성수2가제1동(1120067000)","20,135","20,135","1,398","1,809","3,026","3,374","3,577","3,695","1,828","1,089","283","45","11","10,521","10,521","739","950","1,620","1,794","1,934","1,962","931","489","94","7","1","9,614","9,614","659","859","1,406","1,580","1,643","1,733","897","600","189","38","10"
"서울특별시 성동구 성수2가제3동(1120069000)","11,994","11,994","873","920","1,832","2,243","1,900","2,104","1,229","668","181","40","4","6,225","6,225","442","477","911","1,187","1,053","1,124","634","318","66","11","2","5,769","5,769","431","443","921","1,056","847","980","595","350","115","29","2"
"서울특별시 성동구 송정동(1120072000)","12,046","12,046","828","1,092","1,664","2,109","2,246","2,182","1,099","612","188","23","3","6,392","6,392","428","568","897","1,167","1,270","1,176","553","279","47","7","0","5,654","5,654","400","524","767","942","976","1,006","546","333","141","16","3"
"서울특별시 성동구 용답동(1120079000)","16,438","16,438","887","1,621","2,315","2,696","3,119","2,833","1,654","1,041","246","23","3","8,697","8,697","481","834","1,169","1,499","1,754","1,577","809","485","84","4","1","7,741","7,741","406","787","1,146","1,197","1,365","1,256","845","556","162","19","2"
"서울특별시 광진구 (1121500000)","368,927","368,927","27,188","39,275","60,254","66,639","63,263","57,593","31,138","17,546","5,044","848","139","181,864","181,864","13,880","20,349","29,407","33,602","31,445","28,163","15,017","8,105","1,657","204","35","187,063","187,063","13,308","18,926","30,847","33,037","31,818","29,430","16,121","9,441","3,387","644","104"
"서울특별시 광진구 화양동(1121571000)","21,559","21,559","838","1,259","6,933","4,537","2,705","2,473","1,563","953","246","41","11","10,580","10,580","409","657","3,108","2,437","1,491","1,211","729","437","89","9","3","10,979","10,979","429","602","3,825","2,100","1,214","1,262","834","516","157","32","8"
"서울특별시 광진구 군자동(1121573000)","21,229","21,229","1,316","1,819","4,208","4,136","3,253","3,179","1,858","1,140","262","52","6","10,656","10,656","680","936","2,075","2,185","1,679","1,551","918","539","79","13","1","10,573","10,573","636","883","2,133","1,951","1,574","1,628","940","601","183","39","5"
"서울특별시 광진구 중곡제1동(1121574000)","16,532","16,532","1,056","1,380","2,670","3,284","2,712","2,739","1,578","852","213","41","7","8,226","8,226","536","717","1,312","1,713","1,371","1,333","756","412","63","11","2","8,306","8,306","520","663","1,358","1,571","1,341","1,406","822","440","150","30","5"
"서울특별시 광진구 중곡제2동(1121575000)","22,920","22,920","1,635","2,347","3,662","4,259","3,887","3,683","2,045","1,074","270","55","3","11,191","11,191","828","1,211","1,763","2,128","1,899","1,785","966","517","81","13","0","11,729","11,729","807","1,136","1,899","2,131","1,988","1,898","1,079","557","189","42","3"
"서울특별시 광진구 중곡제3동(1121576000)","18,631","18,631","1,211","1,950","2,775","3,219","3,342","3,180","1,695","948","264","35","12","9,381","9,381","640","1,004","1,433","1,704","1,657","1,590","804","455","82","9","3","9,250","9,250","571","946","1,342","1,515","1,685","1,590","891","493","182","26","9"
"서울특별시 광진구 중곡제4동(1121577000)","31,764","31,764","2,181","3,744","4,600","5,356","5,613","5,144","3,021","1,563","428","96","18","15,764","15,764","1,179","1,938","2,317","2,761","2,733","2,512","1,438","713","146","18","9","16,000","16,000","1,002","1,806","2,283","2,595","2,880","2,632","1,583","850","282","78","9"
"서울특별시 광진구 능동(1121578000)","11,102","11,102","736","780","2,175","2,694","1,544","1,472","942","567","157","35","0","5,251","5,251","382","412","948","1,356","745","641","437","263","59","8","0","5,851","5,851","354","368","1,227","1,338","799","831","505","304","98","27","0"
"서울특별시 광진구 광장동(1121581000)","37,309","37,309","3,891","6,762","4,243","4,857","8,665","4,911","2,019","1,377","503","71","10","18,183","18,183","1,990","3,482","2,114","2,085","4,146","2,559","1,006","609","176","14","2","19,126","19,126","1,901","3,280","2,129","2,772","4,519","2,352","1,013","768","327","57","8"
"서울특별시 광진구 자양제1동(1121582000)","23,777","23,777","1,576","2,260","3,904","4,551","3,884","3,814","2,121","1,250","349","59","9","11,783","11,783","803","1,197","1,919","2,338","1,948","1,850","1,025","568","123","11","1","11,994","11,994","773","1,063","1,985","2,213","1,936","1,964","1,096","682","226","48","8"
"서울특별시 광진구 자양제2동(1121583000)","28,312","28,312","2,394","3,018","4,028","5,269","4,730","4,694","2,502","1,248","364","58","7","14,080","14,080","1,231","1,605","2,031","2,640","2,349","2,284","1,217","591","112","19","1","14,232","14,232","1,163","1,413","1,997","2,629","2,381","2,410","1,285","657","252","39","6"
"서울특별시 광진구 자양제3동(1121584000)","31,595","31,595","3,083","3,555","4,695","5,429","5,390","5,258","2,317","1,296","492","73","7","15,382","15,382","1,526","1,831","2,316","2,535","2,667","2,580","1,171","580","156","19","1","16,213","16,213","1,557","1,724","2,379","2,894","2,723","2,678","1,146","716","336","54","6"
"서울특별시 광진구 자양제4동(1121584700)","24,760","24,760","1,330","1,952","3,953","4,330","4,152","4,511","2,624","1,458","377","62","11","12,648","12,648","643","1,043","1,996","2,315","2,249","2,320","1,274","671","119","15","3","12,112","12,112","687","909","1,957","2,015","1,903","2,191","1,350","787","258","47","8"
"서울특별시 광진구 구의제1동(1121585000)","22,454","22,454","1,338","2,051","3,987","4,756","3,649","3,313","1,874","1,143","286","45","12","10,870","10,870","712","1,035","1,880","2,410","1,801","1,537","842","538","97","15","3","11,584","11,584","626","1,016","2,107","2,346","1,848","1,776","1,032","605","189","30","9"
"서울특별시 광진구 구의제2동(1121586000)","27,459","27,459","2,229","3,026","3,716","4,862","4,723","4,370","2,625","1,432","397","61","18","13,528","13,528","1,147","1,525","1,913","2,479","2,338","2,077","1,255","642","137","13","2","13,931","13,931","1,082","1,501","1,803","2,383","2,385","2,293","1,370","790","260","48","16"
"서울특별시 광진구 구의제3동(1121587000)","29,524","29,524","2,374","3,372","4,705","5,100","5,014","4,852","2,354","1,245","436","64","8","14,341","14,341","1,174","1,756","2,282","2,516","2,372","2,333","1,179","570","138","17","4","15,183","15,183","1,200","1,616","2,423","2,584","2,642","2,519","1,175","675","298","47","4"
"서울특별시 동대문구 (1123000000)","364,273","364,273","27,018","34,863","54,015","61,343","59,766","58,300","37,265","23,973","6,517","1,028","185","182,987","182,987","13,826","17,952","28,137","31,847","31,169","28,827","17,692","10,967","2,210","313","47","181,286","181,286","13,192","16,911","25,878","29,496","28,597","29,473","19,573","13,006","4,307","715","138"
"서울특별시 동대문구 용신동(1123053600)","31,482","31,482","1,971","2,449","4,613","5,527","4,930","5,285","3,590","2,387","608","110","12","16,352","16,352","1,042","1,327","2,386","2,993","2,679","2,778","1,760","1,132","222","29","4","15,130","15,130","929","1,122","2,227","2,534","2,251","2,507","1,830","1,255","386","81","8"
"서울특별시 동대문구 제기동(1123054500)","27,421","27,421","1,746","2,220","4,345","4,465","4,067","4,481","3,112","2,224","646","100","15","14,038","14,038","891","1,133","2,369","2,453","2,212","2,223","1,466","1,017","232","39","3","13,383","13,383","855","1,087","1,976","2,012","1,855","2,258","1,646","1,207","414","61","12"
"서울특별시 동대문구 전농제1동(1123056000)","32,514","32,514","2,245","3,194","4,476","5,242","5,424","5,469","3,428","2,338","571","102","25","16,556","16,556","1,161","1,628","2,368","2,731","2,932","2,827","1,611","1,052","206","32","8","15,958","15,958","1,084","1,566","2,108","2,511","2,492","2,642","1,817","1,286","365","70","17"
"서울특별시 동대문구 전농제2동(1123057000)","21,288","21,288","1,781","2,527","2,689","3,272","3,810","3,398","2,012","1,392","361","40","6","10,403","10,403","911","1,276","1,382","1,610","1,904","1,612","941","619","129","17","2","10,885","10,885","870","1,251","1,307","1,662","1,906","1,786","1,071","773","232","23","4"
"서울특별시 동대문구 답십리제1동(1123060000)","19,861","19,861","1,518","1,929","2,556","3,511","3,438","3,066","2,036","1,370","360","58","19","9,898","9,898","743","1,046","1,271","1,798","1,784","1,532","963","625","113","16","7","9,963","9,963","775","883","1,285","1,713","1,654","1,534","1,073","745","247","42","12"
"서울특별시 동대문구 답십리제2동(1123061000)","31,272","31,272","2,542","3,375","3,903","4,998","5,627","5,058","3,113","2,028","541","74","13","15,469","15,469","1,259","1,705","2,057","2,493","2,903","2,468","1,475","923","164","16","6","15,803","15,803","1,283","1,670","1,846","2,505","2,724","2,590","1,638","1,105","377","58","7"
