"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~9세","2016년_계_10~19세","2016년_계_20~29세","2016년_계_30~39세","2016년_계_40~49세","2016년_계_50~59세","2016년_계_60~69세","2016년_계_70~79세","2016년_계_80~89세","2016년_계_90~99세","2016년_계_100세 이상","2016년_남_총인구수","2016년_남_연령구간인구수","2016년_남_0~9세","2016년_남_10~19세","2016년_남_20~29세","2016년_남_30~39세","2016년_남_40~49세","2016년_남_50~59세","2016년_남_60~69세","2016년_남_70~79세","2016년_남_80~89세","2016년_남_90~99세","2016년_남_100세 이상","2016년_여_총인구수","2016년_여_연령구간인구수","2016년_여_0~9세","2016년_여_10~19세","2016년_여_20~29세","2016년_여_30~39세","2016년_여_40~49세","2016년_여_50~59세","2016년_여_60~69세","2016년_여_70~79세","2016년_여_80~89세","2016년_여_90~99세","2016년_여_100세 이상"
"서울특별시 종로구 창신제1동(1111067000)","5,744","5,744","225","381","684","714","911","1,235","870","540","148","30","6","3,112","3,112","108","206","374","402","493","714","487","252","63","12","1","2,632","2,632","117","175","310","312","418","521","383","288","85","18","5"
"서울특별시 종로구 창신제2동(1111068000)","9,545","9,545","392","837","1,354","1,102","1,677","1,910","1,254","741","232","32","14","4,870","4,870","205","433","710","634","880","999","592","314","90","10","3","4,675","4,675","187","404","644","468","797","911","662","427","142","22","11"
"서울특별시 종로구 창신제3동(1111069000)","7,560","7,560","516","702","1,062","1,091","1,219","1,391","838","511","183","36","11","3,778","3,778","279","371","561","528","604","704","418","230","60","15","8","3,782","3,782","237","331","501","563","615","687","420","281","123","21","3"
"서울특별시 종로구 숭인제1동(1111070000)","6,761","6,761","446","536","922","1,030","1,166","1,159","788","498","181","29","6","3,363","3,363","230","271","476","534","599","581","374","215","69","13","1","3,398","3,398","216","265","446","496","567","578","414","283","112","16","5"
"서울특별시 종로구 숭인제2동(1111071000)","9,679","9,679","410","527","1,754","1,592","1,468","1,694","1,190","733","261","35","15","4,934","4,934","206","276","790","821","797","940","612","365","105","16","6","4,745","4,745","204","251","964","771","671","754","578","368","156","19","9"
"서울특별시 중구 (1114000000)","125,249","125,249","8,117","8,533","17,745","20,439","20,094","21,115","15,217","9,440","3,762","627","160","62,204","62,204","4,098","4,285","8,934","10,413","10,430","10,796","7,509","4,157","1,343","188","51","63,045","63,045","4,019","4,248","8,811","10,026","9,664","10,319","7,708","5,283","2,419","439","109"
"서울특별시 중구 소공동(1114052000)","1,931","1,931","195","89","204","488","357","280","178","90","37","9","4","971","971","102","29","92","244","192","150","98","45","14","3","2","960","960","93","60","112","244","165","130","80","45","23","6","2"
"서울특별시 중구 회현동(1114054000)","5,481","5,481","236","212","542","616","809","1,206","979","552","238","60","31","3,037","3,037","117","103","251","325","475","770","559","283","116","26","12","2,444","2,444","119","109","291","291","334","436","420","269","122","34","19"
"서울특별시 중구 명동(1114055000)","3,007","3,007","143","116","303","424","512","582","479","309","109","25","5","1,303","1,303","73","49","144","208","225","255","202","119","22","5","1","1,704","1,704","70","67","159","216","287","327","277","190","87","20","4"
"서울특별시 중구 필동(1114057000)","4,210","4,210","245","251","639","664","585","712","562","346","165","33","8","2,159","2,159","127","128","343","363","336","353","286","165","47","8","3","2,051","2,051","118","123","296","301","249","359","276","181","118","25","5"
"서울특별시 중구 장충동(1114058000)","4,970","4,970","243","376","1,216","780","713","629","497","360","133","21","2","2,527","2,527","122","189","667","410","375","310","237","156","55","6","0","2,443","2,443","121","187","549","370","338","319","260","204","78","15","2"
"서울특별시 중구 광희동(1114059000)","5,105","5,105","211","227","710","752","700","987","824","464","183","34","13","2,683","2,683","98","116","349","396","407","556","447","223","73","13","5","2,422","2,422","113","111","361","356","293","431","377","241","110","21","8"
"서울특별시 중구 을지로동(1114060500)","1,694","1,694","51","61","151","167","243","389","361","171","79","13","8","1,067","1,067","24","31","78","98","169","279","254","88","40","2","4","627","627","27","30","73","69","74","110","107","83","39","11","4"
"서울특별시 중구 신당동(1114061500)","7,861","7,861","341","479","1,333","1,251","1,317","1,441","888","558","215","29","9","3,996","3,996","149","250","686","667","713","760","434","253","71","10","3","3,865","3,865","192","229","647","584","604","681","454","305","144","19","6"
"서울특별시 중구 다산동(1114062500)","15,342","15,342","864","1,199","2,368","2,645","2,550","2,407","1,741","1,109","391","56","12","7,487","7,487","440","626","1,203","1,370","1,273","1,129","804","487","139","12","4","7,855","7,855","424","573","1,165","1,275","1,277","1,278","937","622","252","44","8"
"서울특별시 중구 약수동(1114063500)","18,487","18,487","1,481","1,237","2,332","3,008","2,917","3,033","2,279","1,458","642","92","8","8,828","8,828","742","618","1,183","1,468","1,455","1,433","1,082","605","215","24","3","9,659","9,659","739","619","1,149","1,540","1,462","1,600","1,197","853","427","68","5"
"서울특별시 중구 청구동(1114064500)","15,011","15,011","1,041","1,177","2,123","2,441","2,440","2,491","1,648","1,114","457","69","10","7,212","7,212","540","600","1,071","1,216","1,194","1,198","773","447","149","21","3","7,799","7,799","501","577","1,052","1,225","1,246","1,293","875","667","308","48","7"
"서울특별시 중구 신당제5동(1114065000)","9,797","9,797","691","757","1,307","1,537","1,720","1,673","1,104","718","246","37","7","4,895","4,895","346","387","681","781","917","886","505","305","77","9","1","4,902","4,902","345","370","626","756","803","787","599","413","169","28","6"
"서울특별시 중구 동화동(1114066500)","11,477","11,477","904","1,072","1,648","1,688","1,938","1,974","1,176","692","312","62","11","5,588","5,588","471","529","834","823","957","974","574","275","132","16","3","5,889","5,889","433","543","814","865","981","1,000","602","417","180","46","8"
"서울특별시 중구 황학동(1114067000)","12,269","12,269","885","644","1,871","2,589","1,872","1,892","1,412","780","270","41","13","6,113","6,113","431","326","878","1,324","988","984","713","366","87","16","0","6,156","6,156","454","318","993","1,265","884","908","699","414","183","25","13"
"서울특별시 중구 중림동(1114068000)","8,607","8,607","586","636","998","1,389","1,421","1,419","1,089","719","285","46","19","4,338","4,338","316","304","474","720","754","759","541","340","106","17","7","4,269","4,269","270","332","524","669","667","660","548","379","179","29","12"
"서울특별시 용산구 (1117000000)","230,241","230,241","16,343","18,815","31,289","38,159","39,497","35,996","25,270","16,570","6,807","1,180","315","111,601","111,601","8,372","9,780","15,310","18,889","19,643","17,785","11,790","7,069","2,489","386","88","118,640","118,640","7,971","9,035","15,979","19,270","19,854","18,211","13,480","9,501","4,318","794","227"
"서울특별시 용산구 후암동(1117051000)","18,752","18,752","1,320","1,621","2,579","3,078","3,227","2,914","2,053","1,332","477","124","27","9,243","9,243","699","893","1,329","1,583","1,603","1,412","952","578","146","44","4","9,509","9,509","621","728","1,250","1,495","1,624","1,502","1,101","754","331","80","23"
"서울특별시 용산구 용산2가동(1117052000)","11,371","11,371","638","857","1,604","1,996","1,780","1,787","1,397","877","354","65","16","5,446","5,446","329","442","812","1,036","851","830","654","366","106","18","2","5,925","5,925","309","415","792","960","929","957","743","511","248","47","14"
"서울특별시 용산구 남영동(1117053000)","8,064","8,064","267","359","1,011","1,135","1,399","1,731","1,237","630","209","58","28","4,952","4,952","148","201","513","634","939","1,209","824","342","97","29","16","3,112","3,112","119","158","498","501","460","522","413","288","112","29","12"
"서울특별시 용산구 청파동(1117055500)","21,039","21,039","1,056","1,722","4,023","3,341","3,441","3,206","2,146","1,477","515","83","29","10,110","10,110","522","933","1,736","1,765","1,738","1,601","976","615","186","30","8","10,929","10,929","534","789","2,287","1,576","1,703","1,605","1,170","862","329","53","21"
"서울특별시 용산구 원효로제1동(1117056000)","14,129","14,129","1,332","897","2,067","3,123","2,270","1,979","1,339","777","277","50","18","6,906","6,906","675","468","941","1,537","1,179","971","649","344","121","15","6","7,223","7,223","657","429","1,126","1,586","1,091","1,008","690","433","156","35","12"
"서울특별시 용산구 원효로제2동(1117057000)","15,355","15,355","1,267","1,659","1,832","2,398","2,761","2,372","1,565","1,014","422","51","14","7,222","7,222","623","684","880","1,178","1,346","1,187","737","424","144","15","4","8,133","8,133","644","975","952","1,220","1,415","1,185","828","590","278","36","10"
"서울특별시 용산구 효창동(1117058000)","9,426","9,426","686","914","1,362","1,514","1,627","1,433","916","660","255","47","12","4,586","4,586","356","528","679","729","771","704","409","294","99","15","2","4,840","4,840","330","386","683","785","856","729","507","366","156","32","10"
"서울특별시 용산구 용문동(1117059000)","12,710","12,710","1,088","1,086","1,628","2,163","2,233","1,909","1,392","835","312","48","16","6,132","6,132","551","581","796","1,047","1,120","928","628","363","100","11","7","6,578","6,578","537","505","832","1,116","1,113","981","764","472","212","37","9"
"서울특별시 용산구 한강로동(1117062500)","14,899","14,899","960","811","2,002","2,570","2,256","2,524","1,913","1,216","518","98","31","7,380","7,380","508","450","982","1,256","1,157","1,279","954","562","189","33","10","7,519","7,519","452","361","1,020","1,314","1,099","1,245","959","654","329","65","21"
"서울특별시 용산구 이촌제1동(1117063000)","27,880","27,880","3,151","3,068","2,871","3,995","5,468","3,934","2,437","1,753","1,003","166","34","12,948","12,948","1,576","1,559","1,387","1,703","2,513","1,920","1,101","707","418","59","5","14,932","14,932","1,575","1,509","1,484","2,292","2,955","2,014","1,336","1,046","585","107","29"
"서울특별시 용산구 이촌제2동(1117064000)","9,290","9,290","686","667","1,083","1,598","1,433","1,497","1,210","758","310","36","12","4,403","4,403","377","328","549","798","718","674","550","305","97","5","2","4,887","4,887","309","339","534","800","715","823","660","453","213","31","10"
"서울특별시 용산구 이태원제1동(1117065000)","7,326","7,326","350","408","1,021","1,211","1,109","1,243","952","660","308","45","19","3,432","3,432","183","205","518","604","552","595","396","255","108","11","5","3,894","3,894","167","203","503","607","557","648","556","405","200","34","14"
"서울특별시 용산구 이태원제2동(1117066000)","9,596","9,596","572","592","1,274","1,748","1,525","1,437","1,173","873","334","56","12","4,459","4,459","273","308","652","843","742","631","501","354","135","17","3","5,137","5,137","299","284","622","905","783","806","672","519","199","39","9"
"서울특별시 용산구 한남동(1117068500)","20,771","20,771","1,243","1,269","2,761","4,166","3,477","3,202","2,417","1,552","554","107","23","9,964","9,964","646","683","1,330","2,083","1,743","1,490","1,087","681","179","37","5","10,807","10,807","597","586","1,431","2,083","1,734","1,712","1,330","871","375","70","18"
"서울특별시 용산구 서빙고동(1117069000)","13,827","13,827","1,047","1,712","1,797","1,618","2,820","2,142","1,178","946","505","55","7","6,681","6,681","521","882","902","756","1,360","1,128","540","358","211","19","4","7,146","7,146","526","830","895","862","1,460","1,014","638","588","294","36","3"
"서울특별시 용산구 보광동(1117070000)","15,806","15,806","680","1,173","2,374","2,505","2,671","2,686","1,945","1,210","454","91","17","7,737","7,737","385","635","1,304","1,337","1,311","1,226","832","521","153","28","5","8,069","8,069","295","538","1,070","1,168","1,360","1,460","1,113","689","301","63","12"
"서울특별시 성동구 (1120000000)","299,259","299,259","23,593","24,490","44,196","51,486","50,163","48,071","31,058","18,723","6,394","887","198","148,326","148,326","11,970","12,330","22,457","25,846","25,537","24,343","14,928","8,343","2,278","240","54","150,933","150,933","11,623","12,160","21,739","25,640","24,626","23,728","16,130","10,380","4,116","647","144"
"서울특별시 성동구 왕십리제2동(1120052000)","16,575","16,575","1,230","1,466","2,451","2,713","2,829","2,717","1,737","1,015","347","53","17","8,186","8,186","644","736","1,224","1,358","1,420","1,382","816","457","128","15","6","8,389","8,389","586","730","1,227","1,355","1,409","1,335","921","558","219","38","11"
"서울특별시 성동구 왕십리도선동(1120053500)","22,461","22,461","2,075","1,631","3,513","3,957","3,586","3,665","2,176","1,282","477","76","23","10,898","10,898","1,043","807","1,692","1,954","1,790","1,824","1,051","557","157","18","5","11,563","11,563","1,032","824","1,821","2,003","1,796","1,841","1,125","725","320","58","18"
"서울특별시 성동구 마장동(1120054000)","23,816","23,816","1,588","2,120","4,235","3,499","3,738","3,914","2,557","1,551","536","67","11","11,805","11,805","811","1,087","2,128","1,772","1,845","1,992","1,245","712","192","19","2","12,011","12,011","777","1,033","2,107","1,727","1,893","1,922","1,312","839","344","48","9"
"서울특별시 성동구 사근동(1120055000)","11,187","11,187","559","791","3,626","1,653","1,340","1,321","918","737","204","32","6","5,840","5,840","279","369","2,099","928","680","630","434","337","73","8","3","5,347","5,347","280","422","1,527","725","660","691","484","400","131","24","3"
"서울특별시 성동구 행당제1동(1120056000)","14,255","14,255","923","1,193","2,239","2,219","2,347","2,419","1,577","936","339","57","6","7,016","7,016","461","635","1,132","1,109","1,154","1,215","754","433","108","13","2","7,239","7,239","462","558","1,107","1,110","1,193","1,204","823","503","231","44","4"
"서울특별시 성동구 행당제2동(1120057000)","25,647","25,647","2,534","2,650","3,039","4,278","4,909","3,696","2,395","1,552","490","84","20","12,150","12,150","1,240","1,202","1,476","2,033","2,419","1,819","1,105","651","174","23","8","13,497","13,497","1,294","1,448","1,563","2,245","2,490","1,877","1,290","901","316","61","12"
"서울특별시 성동구 응봉동(1120058000)","16,854","16,854","1,637","1,897","1,790","2,698","3,321","2,333","1,586","1,162","378","44","8","8,066","8,066","841","928","882","1,266","1,614","1,147","711","514","146","13","4","8,788","8,788","796","969","908","1,432","1,707","1,186","875","648","232","31","4"
"서울특별시 성동구 금호1가동(1120059000)","13,340","13,340","1,018","1,223","1,588","2,136","2,323","2,198","1,526","935","346","38","9","6,464","6,464","515","638","812","1,073","1,156","1,037","720","376","123","12","2","6,876","6,876","503","585","776","1,063","1,167","1,161","806","559","223","26","7"
"서울특별시 성동구 금호2.3가동(1120061500)","24,836","24,836","2,108","1,938","3,123","4,877","4,112","3,711","2,605","1,675","599","67","21","11,989","11,989","1,100","993","1,555","2,365","2,068","1,772","1,178","730","203","22","3","12,847","12,847","1,008","945","1,568","2,512","2,044","1,939","1,427","945","396","45","18"
"서울특별시 성동구 금호4가동(1120062000)","14,414","14,414","1,430","1,005","1,688","2,795","2,562","2,139","1,465","964","314","44","8","6,970","6,970","735","521","873","1,340","1,291","1,021","661","405","110","10","3","7,444","7,444","695","484","815","1,455","1,271","1,118","804","559","204","34","5"
"서울특별시 성동구 옥수동(1120064500)","24,594","24,594","2,613","1,684","3,081","5,015","3,990","3,606","2,492","1,425","573","95","20","11,661","11,661","1,311","856","1,464","2,354","1,979","1,669","1,166","623","205","29","5","12,933","12,933","1,302","828","1,617","2,661","2,011","1,937","1,326","802","368","66","15"
"서울특별시 성동구 성수1가제1동(1120065000)","16,890","16,890","1,243","1,520","2,584","2,914","2,888","2,918","1,613","850","314","36","10","8,503","8,503","628","776","1,326","1,501","1,441","1,519","800","370","130","9","3","8,387","8,387","615","744","1,258","1,413","1,447","1,399","813","480","184","27","7"
"서울특별시 성동구 성수1가제2동(1120066000)","16,563","16,563","1,221","1,262","2,629","3,157","2,725","2,647","1,649","939","276","46","12","8,348","8,348","619","656","1,321","1,594","1,436","1,322","841","449","95","12","3","8,215","8,215","602","606","1,308","1,563","1,289","1,325","808","490","181","34","9"
"서울특별시 성동구 성수2가제1동(1120067000)","18,633","18,633","1,162","1,338","2,712","2,950","3,049","3,616","2,197","1,154","393","50","12","9,712","9,712","600","690","1,448","1,547","1,657","1,962","1,112","541","142","12","1","8,921","8,921","562","648","1,264","1,403","1,392","1,654","1,085","613","251","38","11"
"서울특별시 성동구 성수2가제3동(1120069000)","11,720","11,720","767","729","1,847","2,167","1,764","2,052","1,383","741","229","35","6","6,081","6,081","377","377","922","1,149","946","1,132","730","346","91","9","2","5,639","5,639","390","352","925","1,018","818","920","653","395","138","26","4"
"서울특별시 성동구 송정동(1120072000)","11,537","11,537","714","827","1,642","1,982","1,918","2,190","1,335","663","233","28","5","6,135","6,135","362","444","874","1,100","1,077","1,192","691","312","74","8","1","5,402","5,402","352","383","768","882","841","998","644","351","159","20","4"
"서울특별시 성동구 용답동(1120079000)","15,937","15,937","771","1,216","2,409","2,476","2,762","2,929","1,847","1,142","346","35","4","8,502","8,502","404","615","1,229","1,403","1,564","1,708","913","530","127","8","1","7,435","7,435","367","601","1,180","1,073","1,198","1,221","934","612","219","27","3"
"서울특별시 광진구 (1121500000)","357,215","357,215","25,222","32,260","59,460","61,798","59,439","56,510","35,636","19,421","6,378","917","174","174,797","174,797","12,938","16,541","28,872","30,909","29,307","27,658","17,002","9,069","2,240","224","37","182,418","182,418","12,284","15,719","30,588","30,889","30,132","28,852","18,634","10,352","4,138","693","137"
"서울특별시 광진구 화양동(1121571000)","21,442","21,442","694","952","7,773","4,390","2,360","2,230","1,641","1,023","307","58","14","10,345","10,345","341","499","3,409","2,283","1,295","1,167","734","484","115","15","3","11,097","11,097","353","453","4,364","2,107","1,065","1,063","907","539","192","43","11"
"서울특별시 광진구 군자동(1121573000)","20,384","20,384","1,241","1,370","4,092","3,919","3,027","3,095","2,014","1,211","354","52","9","10,171","10,171","663","699","2,044","2,014","1,570","1,520","964","572","113","11","1","10,213","10,213","578","671","2,048","1,905","1,457","1,575","1,050","639","241","41","8"
"서울특별시 광진구 중곡제1동(1121574000)","15,825","15,825","968","1,021","2,462","3,120","2,419","2,726","1,796","1,006","258","42","7","7,884","7,884","510","535","1,178","1,641","1,230","1,332","868","487","90","10","3","7,941","7,941","458","486","1,284","1,479","1,189","1,394","928","519","168","32","4"
"서울특별시 광진구 중곡제2동(1121575000)","22,558","22,558","1,586","1,828","3,722","4,198","3,545","3,731","2,332","1,213","349","44","10","11,002","11,002","831","925","1,818","2,102","1,723","1,782","1,116","565","128","12","0","11,556","11,556","755","903","1,904","2,096","1,822","1,949","1,216","648","221","32","10"
"서울특별시 광진구 중곡제3동(1121576000)","17,714","17,714","1,135","1,415","2,628","3,069","2,895","3,176","1,946","1,095","305","37","13","8,793","8,793","579","716","1,341","1,618","1,434","1,583","893","519","97","11","2","8,921","8,921","556","699","1,287","1,451","1,461","1,593","1,053","576","208","26","11"
"서울특별시 광진구 중곡제4동(1121577000)","31,513","31,513","2,108","2,890","4,650","5,042","5,230","5,446","3,598","1,868","577","79","25","15,561","15,561","1,113","1,491","2,389","2,586","2,569","2,625","1,707","869","186","19","7","15,952","15,952","995","1,399","2,261","2,456","2,661","2,821","1,891","999","391","60","18"
"서울특별시 광진구 능동(1121578000)","11,348","11,348","747","674","2,162","2,814","1,574","1,429","1,068","630","206","41","3","5,374","5,374","397","365","912","1,370","800","654","493","298","75","10","0","5,974","5,974","350","309","1,250","1,444","774","775","575","332","131","31","3"
"서울특별시 광진구 광장동(1121581000)","36,434","36,434","3,821","6,056","4,188","4,360","8,373","5,075","2,382","1,464","625","79","11","17,677","17,677","1,932","3,109","2,079","1,890","3,932","2,642","1,185","643","245","18","2","18,757","18,757","1,889","2,947","2,109","2,470","4,441","2,433","1,197","821","380","61","9"
"서울특별시 광진구 자양제1동(1121582000)","22,704","22,704","1,333","1,806","3,946","4,092","3,755","3,666","2,303","1,326","402","64","11","11,102","11,102","687","963","1,877","2,092","1,881","1,776","1,062","607","146","9","2","11,602","11,602","646","843","2,069","2,000","1,874","1,890","1,241","719","256","55","9"
"서울특별시 광진구 자양제2동(1121583000)","27,195","27,195","2,192","2,483","3,865","4,757","4,553","4,480","2,941","1,398","446","70","10","13,432","13,432","1,117","1,311","1,969","2,378","2,241","2,126","1,443","679","141","26","1","13,763","13,763","1,075","1,172","1,896","2,379","2,312","2,354","1,498","719","305","44","9"
"서울특별시 광진구 자양제3동(1121584000)","30,186","30,186","2,881","3,122","4,293","4,893","5,159","4,896","2,843","1,391","607","91","10","14,634","14,634","1,442","1,557","2,138","2,309","2,474","2,389","1,437","640","221","26","1","15,552","15,552","1,439","1,565","2,155","2,584","2,685","2,507","1,406","751","386","65","9"
"서울특별시 광진구 자양제4동(1121584700)","22,251","22,251","1,075","1,400","3,374","3,565","3,507","4,234","2,922","1,548","546","68","12","11,248","11,248","535","733","1,711","1,859","1,869","2,197","1,406","731","188","15","4","11,003","11,003","540","667","1,663","1,706","1,638","2,037","1,516","817","358","53","8"
"서울특별시 광진구 구의제1동(1121585000)","22,617","22,617","1,197","1,721","4,221","4,605","3,668","3,316","2,133","1,327","373","44","12","10,842","10,842","616","871","1,949","2,315","1,817","1,550","966","609","132","14","3","11,775","11,775","581","850","2,272","2,290","1,851","1,766","1,167","718","241","30","9"
"서울특별시 광진구 구의제2동(1121586000)","25,586","25,586","1,995","2,517","3,439","4,130","4,422","4,129","2,892","1,500","473","69","20","12,563","12,563","1,056","1,268","1,737","2,094","2,199","1,971","1,352","697","172","13","4","13,023","13,023","939","1,249","1,702","2,036","2,223","2,158","1,540","803","301","56","16"
"서울특별시 광진구 구의제3동(1121587000)","29,458","29,458","2,249","3,005","4,645","4,844","4,952","4,881","2,825","1,421","550","79","7","14,169","14,169","1,119","1,499","2,321","2,358","2,273","2,344","1,376","669","191","15","4","15,289","15,289","1,130","1,506","2,324","2,486","2,679","2,537","1,449","752","359","64","3"
"서울특별시 동대문구 (1123000000)","355,069","355,069","25,072","29,436","54,069","55,372","57,140","56,834","41,351","25,875","8,503","1,175","242","177,640","177,640","12,878","14,999","28,021","28,629","29,472","28,476","19,821","11,765","3,176","335","68","177,429","177,429","12,194","14,437","26,048","26,743","27,668","28,358","21,530","14,110","5,327","840","174"
"서울특별시 동대문구 용신동(1123053600)","31,834","31,834","1,814","1,964","5,052","5,480","4,811","5,260","3,816","2,634","862","123","18","16,426","16,426","913","1,055","2,603","2,947","2,639","2,723","1,931","1,216","356","39","4","15,408","15,408","901","909","2,449","2,533","2,172","2,537","1,885","1,418","506","84","14"
"서울특별시 동대문구 제기동(1123054500)","25,958","25,958","1,496","1,719","4,125","3,887","3,743","4,215","3,505","2,310","830","111","17","13,311","13,311","794","870","2,285","2,111","2,041","2,140","1,664","1,041","327","34","4","12,647","12,647","702","849","1,840","1,776","1,702","2,075","1,841","1,269","503","77","13"
"서울특별시 동대문구 전농제1동(1123056000)","30,120","30,120","2,067","2,472","4,254","4,369","4,888","5,121","3,624","2,435","741","113","36","15,293","15,293","1,067","1,255","2,246","2,277","2,573","2,646","1,787","1,111","287","32","12","14,827","14,827","1,000","1,217","2,008","2,092","2,315","2,475","1,837","1,324","454","81","24"
"서울특별시 동대문구 전농제2동(1123057000)","20,569","20,569","1,664","2,194","2,549","2,827","3,614","3,397","2,253","1,512","492","60","7","9,984","9,984","847","1,087","1,339","1,371","1,715","1,686","1,054","654","206","23","2","10,585","10,585","817","1,107","1,210","1,456","1,899","1,711","1,199","858","286","37","5"
"서울특별시 동대문구 답십리제1동(1123060000)","24,373","24,373","2,195","2,014","3,280","4,368","4,055","3,857","2,471","1,514","521","71","27","11,974","11,974","1,098","1,018","1,614","2,200","2,045","1,944","1,170","678","181","17","9","12,399","12,399","1,097","996","1,666","2,168","2,010","1,913","1,301","836","340","54","18"
"서울특별시 동대문구 답십리제2동(1123061000)","30,013","30,013","2,193","2,686","3,941","4,403","5,079","5,123","3,563","2,220","710","77","18","14,742","14,742","1,097","1,356","2,033","2,212","2,566","2,504","1,723","991","238","15","7","15,271","15,271","1,096","1,330","1,908","2,191","2,513","2,619","1,840","1,229","472","62","11"
"서울특별시 동대문구 장안제1동(1123065000)","38,154","38,154","3,096","3,016","5,073","6,951","6,253","6,173","4,595","2,195","668","117","17","19,150","19,150","1,605","1,551","2,523","3,537","3,276","3,028","2,277","1,075","243","27","8","19,004","19,004","1,491","1,465","2,550","3,414","2,977","3,145","2,318","1,120","425","90","9"
