"행정구역별(1)",행정구역별(2),2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
"행정구역별(1)",행정구역별(2),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명)
"인천광역시",동구,14.7,11250,76720,15.5,11666,75093,16.4,12108,73978,17.2,12465,72571,17.8,12639,71014,19.0,13168,69487,20.0,13254,66233,21.3,13751,64427,23.1,14453,62542,23.9,14670,61486,24.9,14703,58999,25.6,15240,59482
"인천광역시",남구,11.7,48523,414500,12.4,50852,411330,13.0,53231,408305,13.6,55214,404893,13.8,57437,417103,14.5,60758,419267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"인천광역시",연수구,7.4,21640,292589,7.7,22994,300305,7.8,24357,310703,8.0,25593,319052,8.2,26893,328627,8.6,28922,335142,9.0,31227,346359,9.4,34346,366550,9.9,38190,387450,10.5,41021,389644,11.4,44014,385796,12.2,47731,392416
"인천광역시",남동구,8.4,42370,503597,8.9,44892,507021,9.3,47905,514656,9.7,51768,531395,10.2,53961,530982,10.9,58429,536578,11.6,62248,537161,12.5,66423,532704,13.6,71468,525354,14.6,75633,518272,15.8,80000,506181,17.4,85478,492415
"인천광역시",부평구,9.2,51401,559047,9.7,53902,556985,10.2,56601,556992,10.7,59354,555844,11.1,60940,549716,11.8,63959,539941,12.7,66424,524640,13.6,69549,511577,14.8,73424,494962,15.7,76493,486765,16.7,81584,489118,17.7,87260,494138
"인천광역시",계양구,7.2,24684,342202,7.6,26219,343806,8.1,27490,339538,8.6,28611,334332,9.0,29762,330284,9.8,31729,323784,10.6,33119,312680,11.5,35043,303471,12.8,37947,296750,13.8,40840,295696,15.1,43724,288856,16.8,47042,280266
"인천광역시",서구,7.0,33059,469887,7.3,35832,490035,7.7,38343,498686,8.1,40711,504606,8.4,42719,510733,8.9,46129,516017,9.3,49975,538596,9.9,53691,544556,10.7,58087,542040,11.4,63203,555380,11.9,69831,589013,12.4,77384,624358
"인천광역시",미추홀구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.1,62833,416542,16.1,65642,408862,17.1,69074,404343,17.7,72320,407464,18.7,75765,406004,19.7,79880,405995
"인천광역시",강화군,26.0,17363,66752,27.0,18002,66735,27.9,18736,67118,28.5,19308,67667,28.8,19600,68010,29.7,20451,68754,30.7,21148,68896,31.7,21902,69178,33.0,22824,69203,34.1,23751,69693,35.5,24763,69803,37.2,25691,69005
"인천광역시",옹진군,20.0,4003,20039,19.9,4119,20698,20.8,4302,20703,21.3,4471,20962,21.4,4567,21351,22.4,4836,21573,23.6,4965,21036,24.9,5125,20566,26.8,5485,20455,28.3,5765,20342,29.6,6100,20613,31.6,6439,20377
"광주광역시",소계,9.9,144732,1469216,10.3,151874,1472910,10.8,159822,1475884,11.3,166389,1472199,11.7,172572,1469214,12.4,180862,1463770,12.8,187186,1459336,13.4,195479,1456468,14.2,205666,1450062,14.8,213291,1441611,15.6,222970,1431050,16.5,233878,1419237
"광주광역시",동구,16.8,17758,105580,17.8,18297,103016,18.8,18919,100786,19.6,19340,98784,20.3,19413,95791,21.0,20047,95448,21.5,20337,94475,21.4,21138,98585,21.6,22196,102897,21.9,22646,103470,22.1,23419,105909,22.6,24239,107176
"광주광역시",서구,9.3,29295,316545,9.8,30799,315276,10.4,32286,310317,11.0,33555,305028,11.4,35214,309579,12.1,36991,306957,12.6,38468,304172,13.4,40246,300975,14.3,42471,296576,15.1,43949,291231,16.0,45985,287401,17.0,48395,283991
"광주광역시",남구,12.2,26553,218313,12.8,27780,216254,13.5,29591,219815,14.0,30921,221318,14.6,32184,219729,15.4,33727,218454,16.0,34677,216369,16.6,36162,218060,17.6,37715,214579,18.1,39103,215575,19.2,40740,212379,20.3,42485,209646
